Name,Dex Number,Gen,Type 1,Type 2,Classification,Height (meters),Weight (kg),BST,HP,Attack,Defense,Special Atk.,Special Def.,Speed,Ability 1,Ability 2,Ability 3,Ability Hidden,Psuedo-legendary,Legendary,Mythical,Base Evolution,Stage 1 Evolution,Stage 2 Evolution,Flavor text
Weezing,110,I,poison,poison,Poison Gas Pokémon,1.2,9.5,490,65,90,120,85,70,60,Levitate,Neutralizing Gas,,Stench,0,0,0,Koffing,Weezing,,It mixes gases between its two bodies. It’s said that these Pokémon were seen all over the Galar region back in the day.
Rhyhorn,111,I,ground,rock,Spikes Pokémon,1,115,345,80,85,95,30,30,25,Lightning Rod,Rock Head,,Reckless,0,0,0,Rhyhorn,Rhydon,Rhyperior,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles."
Rhydon,112,I,ground,rock,Drill Pokémon,1.9,120,485,105,130,120,45,45,40,Lightning Rod,Rock Head,,Reckless,0,0,0,Rhyhorn,Rhydon,Rhyperior,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.
Chansey,113,I,normal,,Egg Pokémon,1.1,34.6,450,250,5,5,35,105,50,Natural Cure,Serene Grace,,Healer,0,0,0,Happiny,Chansey,Blissey,The egg Chansey carries is not only delicious but also packed with nutrition. It’s used as a high-class cooking ingredient.
Tangela,114,I,grass,,Vine Pokémon,1,35,435,65,55,115,100,40,60,Chlorophyll,Leaf Guard,,Regenerator,0,0,0,Tangela,Tangrowth,,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery."
Kangaskhan,115,I,normal,,Parent Pokémon,2.2,80,490,105,95,80,40,80,90,Early Bird,Scrappy,,Inner Focus,0,0,0,Kangaskhan,,,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs."
Horsea,116,I,water,,Dragon Pokémon,0.4,8,295,30,40,70,70,25,60,Swift Swim,Sniper,,Damp,0,0,0,Horsea,Seadra,Kingdra,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes."
Seadra,117,I,water,,Dragon Pokémon,1.2,25,440,55,65,95,95,45,85,Poison Point,Sniper,,Damp,0,0,0,Horsea,Seadra,Kingdra,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison."
Goldeen,118,I,water,,Goldfish Pokémon,0.6,15,320,45,67,60,35,50,63,Swift Swim,Water Veil,,Lightning Rod,0,0,0,Goldeen,Seaking,,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer."
Seaking,119,I,water,,Goldfish Pokémon,1.3,39,450,80,92,65,65,80,68,Swift Swim,Water Veil,,Lightning Rod,0,0,0,Goldeen,Seaking,,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
Staryu,120,I,water,,Starshape Pokémon,0.8,34.5,340,30,45,55,70,55,85,Illuminate,Natural Cure,,Analytic,0,0,0,Staryu,Starmie,,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm."
Starmie,121,I,water,psychic,Mysterious Pokémon,1.1,80,520,60,75,85,100,85,115,Illuminate,Natural Cure,,Analytic,0,0,0,Staryu,Starmie,,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.
Mr. Mime,122,I,psychic,fairy,Barrier Pokémon,1.3,54.5,460,40,45,65,100,120,90,Soundproof,Filter,,Technician,0,0,0,Mimejr.,Mr.mime,,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.
Scyther,123,I,bug,flying,Mantis Pokémon,1.5,56,500,70,110,80,55,80,105,Swarm,Technician,,Steadfast,0,0,0,Scyther,Scizor,,"As Scyther fights more and more battles, its scythes become sharper and sharper. With a single slice, Scyther can fell a massive tree."
Jynx,124,I,ice,psychic,Humanshape Pokémon,1.4,40.6,455,65,50,35,115,95,95,Oblivious,Forewarn,,Dry Skin,0,0,0,Smoochum,Jynx,,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice."
Electabuzz,125,I,electric,,Electric Pokémon,1.1,30,490,65,83,57,95,85,105,Static,,,Vital Spirit,0,0,0,Elekid,Electabuzz,Electivire,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
Magmar,126,I,fire,,Spitfire Pokémon,1.3,44.5,495,65,95,57,100,85,93,Flame Body,,,Vital Spirit,0,0,0,Magby,Magmar,Magmortar,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.
Pinsir,127,I,bug,,Stagbeetle Pokémon,1.5,55,500,65,125,100,55,70,85,Hyper Cutter,Mold Breaker,,Moxie,0,0,0,Pinsir,,,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
Tauros,128,I,normal,,Wild Bull Pokémon,1.4,88.4,490,75,100,95,40,70,110,Intimidate,Anger Point,,Sheer Force,0,0,0,Tauros,,,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
Magikarp,129,I,water,,Fish Pokémon,0.9,10,200,20,10,55,15,20,80,Swift Swim,,,Rattled,0,0,0,Magikarp,Gyarados,,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.
Gyarados,130,I,water,flying,Atrocious Pokémon,6.5,235,540,95,125,79,60,100,81,Intimidate,,,Moxie,0,0,0,Magikarp,Gyarados,,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.
Lapras,131,I,water,ice,Transport Pokémon,2.5,220,535,130,85,80,85,95,60,Water Absorb,Shell Armor,,Hydration,0,0,0,Lapras,,,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it."
Ditto,132,I,normal,,Transform Pokémon,0.3,4,288,48,48,48,48,48,48,Limber,,,Imposter,0,0,0,Ditto,,,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes."
Eevee,133,I,normal,,Evolution Pokémon,0.3,6.5,325,55,55,50,45,65,55,Run Away,Adaptability,,Anticipation,0,0,0,Eevee,,,It has the ability to alter the composition of its body to suit its surrounding environment.
Vaporeon,134,I,water,,Bubble Jet Pokémon,1,29,525,130,65,60,110,95,65,Water Absorb,,,Hydration,0,0,0,Eevee,Vaporeon,,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours."
Jolteon,135,I,electric,,Lightning Pokémon,0.8,24.5,525,65,65,60,110,95,130,Volt Absorb,,,Quick Feet,0,0,0,Eevee,Jolteon,,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes."
Flareon,136,I,fire,,Flame Pokémon,0.9,25,525,65,130,60,95,110,65,Flash Fire,,,Guts,0,0,0,Eevee,Flareon,,"Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit."
Porygon,137,I,normal,,Virtual Pokémon,0.8,36.5,395,65,60,70,85,75,40,Trace,Download,,Analytic,0,0,0,Porygon,Porygon2,Porygon-Z,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.
Omanyte,138,I,rock,water,Spiral Pokémon,0.4,7.5,355,35,40,100,90,55,35,Swift Swim,Shell Armor,,Weak Armor,0,0,0,Omanyte,Omastar,,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem."
Omastar,139,I,rock,water,Spiral Pokémon,1,35,495,70,60,125,115,70,55,Swift Swim,Shell Armor,,Weak Armor,0,0,0,Omanyte,Omastar,,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food."
Kabuto,140,I,rock,water,Shellfish Pokémon,0.5,11.5,355,30,80,90,55,45,55,Swift Swim,Battle Armor,,Weak Armor,0,0,0,Kabuto,Kabutops,,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder."
Kabutops,141,I,rock,water,Shellfish Pokémon,1.3,40.5,495,60,115,105,65,70,80,Swift Swim,Battle Armor,,Weak Armor,0,0,0,Kabuto,Kabutops,,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.
Aerodactyl,142,I,rock,flying,Fossil Pokémon,1.8,59,515,80,105,65,60,75,130,Rock Head,Pressure,,Unnerve,0,0,0,Aerodactyl,,,This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.
Snorlax,143,I,normal,,Sleeping Pokémon,2.1,460,540,160,110,65,65,110,30,Immunity,Thick Fat,,Gluttony,0,0,0,Munchlax,Snorlax,,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
Articuno,144,I,ice,flying,Freeze Pokémon,1.7,55.4,580,90,85,100,95,125,85,Pressure,Competitive (Galarian Form),,Snow Cloak,1,0,0,Articuno,,,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."
Zapdos,145,I,electric,flying,Electric Pokémon,1.6,52.6,580,90,90,85,125,90,100,Pressure,Defiant (Galarian Form),,Static,1,0,0,Zapdos,,,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.
Moltres,146,I,fire,flying,Flame Pokémon,2,60,580,90,100,90,125,85,90,Pressure,Berserk (Galarian Form),,Flame Body,1,0,0,Moltres,,,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."
Dratini,147,I,dragon,,Dragon Pokémon,1.8,3.3,300,41,64,45,50,50,50,Shed Skin,,,Marvel Scale,0,0,0,Dratini,Dragonair,Dragonite,"Dratini dwells near bodies of rapidly flowing water, such as the plunge pools of waterfalls. As it grows, Dratini will shed its skin many times."
Dragonair,148,I,dragon,,Dragon Pokémon,4,16.5,420,61,84,65,70,70,70,Shed Skin,,,Marvel Scale,0,0,0,Dratini,Dragonair,Dragonite,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind."
Dragonite,149,I,dragon,flying,Dragon Pokémon,2.2,210,600,91,134,95,100,100,80,Inner Focus,,,Multiscale,0,0,0,Dratini,Dragonair,Dragonite,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them."
Mewtwo,150,I,psychic,,Genetic Pokémon,2,122,680,106,110,90,154,90,130,Pressure,,,Unnerve,0,1,0,Mewtwo,,,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."
Mew,151,I,psychic,,New Species Pokémon,0.4,4,600,100,100,100,100,100,100,Synchronize,,,,0,0,1,Mew,,,"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen."
Chikorita,152,II,grass,,Leaf Pokémon,0.9,6.4,318,45,49,65,49,65,45,Overgrow,,,Leaf Guard,0,0,0,Chikorita,Bayleef,Meganium,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."
Bayleef,153,II,grass,,Leaf Pokémon,1.2,15.8,405,60,62,80,63,80,60,Overgrow,,,Leaf Guard,0,0,0,Chikorita,Bayleef,Meganium,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.
Meganium,154,II,grass,,Herb Pokémon,1.8,100.5,525,80,82,100,83,100,80,Overgrow,,,Leaf Guard,0,0,0,Chikorita,Bayleef,Meganium,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."
Cyndaquil,155,II,fire,,Fire Mouse Pokémon,0.5,7.9,309,39,52,43,60,50,65,Blaze,,,Flash Fire,0,0,0,Cyndaquil,Quilava,Typhlosion,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion."
Quilava,156,II,fire,,Volcano Pokémon,0.9,19,405,58,64,58,80,65,80,Blaze,,,Flash Fire,0,0,0,Cyndaquil,Quilava,Typhlosion,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.
Typhlosion,157,II,fire,,Volcano Pokémon,1.7,79.5,534,78,84,78,109,85,100,Blaze,,,Flash Fire,0,0,0,Cyndaquil,Quilava,Typhlosion,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
Totodile,158,II,water,,Big Jaw Pokémon,0.6,9.5,314,50,65,64,44,48,43,Torrent,,,Sheer Force,0,0,0,Totodile,Croconaw,Feraligatr,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury."
Croconaw,159,II,water,,Big Jaw Pokémon,1.1,25,405,65,80,80,59,63,58,Torrent,,,Sheer Force,0,0,0,Totodile,Croconaw,Feraligatr,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."
Feraligatr,160,II,water,,Big Jaw Pokémon,2.3,88.8,530,85,105,100,79,83,78,Torrent,,,Sheer Force,0,0,0,Totodile,Croconaw,Feraligatr,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."
Sentret,161,II,normal,,Scout Pokémon,0.8,6,215,35,46,34,35,45,20,Run Away,Keen Eye,,Frisk,0,0,0,Sentret,Furret,,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear."
Furret,162,II,normal,,Long Body Pokémon,1.8,32.5,415,85,76,64,45,55,90,Run Away,Keen Eye,,Frisk,0,0,0,Sentret,Furret,,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet."
Hoothoot,163,II,normal,flying,Owl Pokémon,0.7,21.2,262,60,30,30,36,56,50,Insomnia,Keen Eye,,Tinted Lens,0,0,0,Hoothoot,Noctowl,,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
Noctowl,164,II,normal,flying,Owl Pokémon,1.6,40.8,452,100,50,50,86,96,70,Insomnia,Keen Eye,,Tinted Lens,0,0,0,Hoothoot,Noctowl,,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
Ledyba,165,II,bug,flying,Five Star Pokémon,1,10.8,265,40,20,30,40,80,55,Swarm,Early Bird,,Rattled,0,0,0,Ledyba,Ledian,,"This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively."
Ledian,166,II,bug,flying,Five Star Pokémon,1.4,35.6,390,55,35,50,55,110,85,Swarm,Early Bird,,Iron Fist,0,0,0,Ledyba,Ledian,,"It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear."
Spinarak,167,II,bug,poison,String Spit Pokémon,0.5,8.5,250,40,60,40,40,40,30,Swarm,Insomnia,,Sniper,0,0,0,Spinarak,Ariados,,"With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them."
Ariados,168,II,bug,poison,Long Leg Pokémon,1.1,33.5,400,70,90,70,60,70,40,Swarm,Insomnia,,Sniper,0,0,0,Spinarak,Ariados,,"Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs."
Crobat,169,II,poison,flying,Bat Pokémon,1.8,75,535,85,90,80,70,80,130,Inner Focus,,,Infiltrator,0,0,0,Zubat,Golbat,Crobat,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck."
Chinchou,170,II,water,electric,Angler Pokémon,0.5,12,330,75,38,38,56,56,67,Volt Absorb,Illuminate,,Water Absorb,0,0,0,Chinchou,Lanturn,,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them."
Lanturn,171,II,water,electric,Light Pokémon,1.2,22.5,460,125,58,58,76,76,67,Volt Absorb,Illuminate,,Water Absorb,0,0,0,Chinchou,Lanturn,,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.
Pichu,172,II,electric,,Tiny Mouse Pokémon,0.3,2,205,20,40,15,35,35,60,Static,,,Lightning Rod,0,0,0,Pichu,Pikachu,Raichu,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself."
Cleffa,173,II,fairy,,Star Shape Pokémon,0.3,3,218,50,25,28,45,55,15,Cute Charm,Magic Guard,,Friend Guard,0,0,0,Cleffa,Clefairy,Clefable,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen."
Igglybuff,174,II,normal,fairy,Balloon Pokémon,0.3,1,210,90,30,15,40,20,15,Cute Charm,Competitive,,Friend Guard,0,0,0,Igglybuff,Jigglypuff,Wigglytuff,Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.
Togepi,175,II,fairy,,Spike Ball Pokémon,0.3,1.5,245,35,20,65,40,65,20,Hustle,Serene Grace,,Super Luck,0,0,0,Togepi,Togetic,Togekiss,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.
Togetic,176,II,fairy,flying,Happiness Pokémon,0.6,3.2,405,55,40,85,80,105,40,Hustle,Serene Grace,,Super Luck,0,0,0,Togepi,Togetic,Togekiss,"They say that it will appear before kindhearted, caring people and shower them with happiness."
Natu,177,II,psychic,flying,Little Bird Pokémon,0.2,2,320,40,50,45,70,45,70,Synchronize,Early Bird,,Magic Bounce,0,0,0,Natu,Xatu,,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.
Xatu,178,II,psychic,flying,Mystic Pokémon,1.5,15,470,65,75,70,95,70,95,Synchronize,Early Bird,,Magic Bounce,0,0,0,Natu,Xatu,,They say that it stays still and quiet because it is seeing both the past and future at the same time.
Mareep,179,II,electric,,Wool Pokémon,0.6,7.8,280,55,40,40,65,45,35,Static,,,Plus,0,0,0,Mareep,Flaaffy,Ampharos,"Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it."
Flaaffy,180,II,electric,,Wool Pokémon,0.8,13.3,365,70,55,55,80,60,45,Static,,,Plus,0,0,0,Mareep,Flaaffy,Ampharos,"In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch."
Ampharos,181,II,electric,,Light Pokémon,1.4,61.5,510,90,75,85,115,90,55,Static,,,Plus,0,0,0,Mareep,Flaaffy,Ampharos,"The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off."
Bellossom,182,II,grass,,Flower Pokémon,0.4,5.8,490,75,80,95,90,100,50,Chlorophyll,,,Healer,0,0,0,Oddish,Gloom,Bellossom,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
Marill,183,II,water,fairy,Aquamouse Pokémon,0.4,8.5,250,70,20,50,20,50,40,Thick Fat,Huge Power,,Sap Sipper,0,0,0,Azurill,Marill,Azumarill,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.
